"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Escalon","Escalon","CA","California","06077","San Joaquin","37.7912","-120.9982","7456","1263.9","shape","FALSE","TRUE","America/Los_Angeles","3","95320","1840020262"
"Caribou","Caribou","ME","Maine","23003","Aroostook","46.8662","-67.9920","7454","36.3","shape","FALSE","TRUE","America/New_York","3","04736","1840000145"
"Homeland Park","Homeland Park","SC","South Carolina","45007","Anderson","34.4644","-82.6593","7451","611.0","shape","FALSE","FALSE","America/New_York","3","29626 29624","1840013578"
"Hartsville","Hartsville","SC","South Carolina","45031","Darlington","34.3675","-80.0829","7450","481.0","shape","FALSE","TRUE","America/New_York","3","29550 29551","1840013610"
"Gridley","Gridley","CA","California","06007","Butte","39.3622","-121.6971","7444","1377.5","shape","FALSE","TRUE","America/Los_Angeles","3","95948","1840020181"
"Page","Page","AZ","Arizona","04005","Coconino","36.9426","-111.5071","7444","75.3","shape","FALSE","TRUE","America/Phoenix","3","86040","1840020336"
"Shields","Shields","MI","Michigan","26145","Saginaw","43.4211","-84.0747","7444","364.8","shape","FALSE","FALSE","America/Detroit","3","48609","1840004226"
"Great Neck Plaza","Great Neck Plaza","NY","New York","36059","Nassau","40.7869","-73.7262","7443","5918.8","shape","FALSE","TRUE","America/New_York","2","11021","1840005292"
"Floresville","Floresville","TX","Texas","48493","Wilson","29.1451","-98.1651","7440","373.5","shape","FALSE","TRUE","America/Chicago","3","78114","1840020981"
"Palmyra","Palmyra","NJ","New Jersey","34005","Burlington","40.0025","-75.0360","7437","1552.7","shape","FALSE","TRUE","America/New_York","3","08065","1840001479"
"Wildewood","Wildewood","MD","Maryland","24037","St. Mary's","38.3035","-76.5470","7436","1015.9","shape","FALSE","FALSE","America/New_York","3","20619","1840143400"
"Umatilla","Umatilla","OR","Oregon","41059","Umatilla","45.9119","-119.3133","7433","575.5","shape","FALSE","TRUE","America/Los_Angeles","3","97882","1840021195"
"Bloomfield","Bloomfield","NM","New Mexico","35045","San Juan","36.7401","-107.9734","7430","154.7","shape","FALSE","TRUE","America/Denver","3","87413","1840018994"
"Pleasantville","Pleasantville","NY","New York","36119","Westchester","41.1377","-73.7828","7430","1548.3","shape","FALSE","TRUE","America/New_York","3","10570","1840004940"
"Hudson Falls","Hudson Falls","NY","New York","36115","Washington","43.3042","-73.5819","7426","1540.3","shape","FALSE","TRUE","America/New_York","3","12839","1840004178"
"Thompson's Station","Thompson's Station","TN","Tennessee","47187","Williamson","35.8106","-86.9003","7426","125.8","shape","FALSE","TRUE","America/Chicago","3","37064 37179","1840016218"
"Alta Sierra","Alta Sierra","CA","California","06057","Nevada","39.1237","-121.0523","7425","344.5","shape","FALSE","FALSE","America/Los_Angeles","3","95949","1840017553"
"Sky Lake","Sky Lake","FL","Florida","12095","Orange","28.4611","-81.3913","7424","2272.6","shape","FALSE","FALSE","America/New_York","2","32809 32859","1840014085"
"Zebulon","Zebulon","NC","North Carolina","37183","Wake","35.8329","-78.3158","7421","470.7","shape","FALSE","TRUE","America/New_York","3","27597","1840016201"
"Waikoloa Village","Waikoloa Village","HI","Hawaii","15001","Hawaii","19.9443","-155.8053","7418","181.7","shape","FALSE","FALSE","Pacific/Honolulu","3","96738","1840029587"
"Dunbar","Dunbar","WV","West Virginia","54039","Kanawha","38.3688","-81.7345","7418","1022.1","shape","FALSE","TRUE","America/New_York","3","25064","1840006197"
"Floris","Floris","VA","Virginia","51059","Fairfax","38.9347","-77.4084","7417","1032.3","shape","FALSE","FALSE","America/New_York","3","20171 20196","1840024569"
"Alamo Heights","Alamo Heights","TX","Texas","48029","Bexar","29.4828","-98.4682","7417","1555.7","shape","FALSE","TRUE","America/Chicago","3","78209","1840019653"
"Dry Run","Dry Run","OH","Ohio","39061","Hamilton","39.1049","-84.3312","7417","602.0","shape","FALSE","FALSE","America/New_York","3","45244","1840034384"
"Forestbrook","Forestbrook","SC","South Carolina","45051","Horry","33.7242","-78.9677","7414","780.0","shape","FALSE","FALSE","America/New_York","3","29588 29579","1840035797"
"Taft","Taft","CA","California","06029","Kern","35.1268","-119.4243","7414","187.4","shape","FALSE","TRUE","America/Los_Angeles","3","93268","1840021736"
"McCook","McCook","NE","Nebraska","31145","Red Willow","40.2046","-100.6216","7412","524.2","shape","FALSE","TRUE","America/Chicago","3","69001","1840008369"
"Kentfield","Kentfield","CA","California","06041","Marin","37.9481","-122.5497","7410","945.3","shape","FALSE","FALSE","America/Los_Angeles","3","94939 94904 94914 94974","1840017603"
"Newberry","Newberry","FL","Florida","12001","Alachua","29.6382","-82.6061","7401","47.5","shape","FALSE","TRUE","America/New_York","3","32669","1840015058"
"Hitchcock","Hitchcock","TX","Texas","48167","Galveston","29.2949","-95.0300","7398","47.3","shape","FALSE","TRUE","America/Chicago","3","77510 77563","1840020971"
"Briarcliff Manor","Briarcliff Manor","NY","New York","36119","Westchester","41.1400","-73.8438","7395","476.2","shape","FALSE","TRUE","America/New_York","3","10510","1840004948"
"Lockwood","Lockwood","MT","Montana","30111","Yellowstone","45.8199","-108.4072","7393","222.1","shape","FALSE","FALSE","America/Denver","3","59101","1840018492"
"Commerce","Commerce","GA","Georgia","13157","Jackson","34.2134","-83.4733","7391","213.5","shape","FALSE","TRUE","America/New_York","3","30529 30599","1840014720"
"Viola","Viola","NY","New York","36087","Rockland","41.1288","-74.0855","7385","1031.5","shape","FALSE","FALSE","America/New_York","3","10901 10952","1840004972"
"Broadview Park","Broadview Park","FL","Florida","12011","Broward","26.0978","-80.2090","7385","2846.5","shape","FALSE","FALSE","America/New_York","2","33317","1840028918"
"Pocahontas","Pocahontas","AR","Arkansas","05121","Randolph","36.2635","-90.9706","7384","371.8","shape","FALSE","TRUE","America/Chicago","3","72455","1840014448"
"Trumann","Trumann","AR","Arkansas","05111","Poinsett","35.6770","-90.5259","7383","491.3","shape","FALSE","TRUE","America/Chicago","3","72472","1840015406"
"Lampasas","Lampasas","TX","Texas","48281","Lampasas","31.0640","-98.1824","7377","385.4","shape","FALSE","TRUE","America/Chicago","3","76550","1840020846"
"Boyes Hot Springs","Boyes Hot Springs","CA","California","06097","Sonoma","38.3126","-122.4888","7374","2685.0","shape","FALSE","FALSE","America/Los_Angeles","2","95476 95416","1840017572"
"Nibley","Nibley","UT","Utah","49005","Cache","41.6726","-111.8461","7373","630.3","shape","FALSE","TRUE","America/Denver","3","84321","1840020113"
"Cumming","Cumming","GA","Georgia","13117","Forsyth","34.2063","-84.1339","7371","378.2","shape","FALSE","TRUE","America/New_York","3","30040 30041","1840014712"
"Union","Union","KY","Kentucky","21015","Boone","38.9469","-84.6729","7369","819.3","shape","FALSE","TRUE","America/New_York","3","41091","1840015166"
"Belen","Belen","NM","New Mexico","35061","Valencia","34.7115","-106.7986","7367","149.3","shape","FALSE","TRUE","America/Denver","3","87002 87031","1840019194"
"East Shoreham","East Shoreham","NY","New York","36103","Suffolk","40.9460","-72.8811","7367","526.8","shape","FALSE","FALSE","America/New_York","3","11792 11786","1840034048"
"Oakdale","Oakdale","NY","New York","36103","Suffolk","40.7375","-73.1344","7365","895.1","shape","FALSE","FALSE","America/New_York","3","11769","1840005063"
"Charles City","Charles City","IA","Iowa","19067","Floyd","43.0646","-92.6745","7364","464.3","shape","FALSE","TRUE","America/Chicago","3","50616","1840000382"
"Belle Plaine","Belle Plaine","MN","Minnesota","27139","Scott","44.6196","-93.7606","7363","477.5","shape","FALSE","TRUE","America/Chicago","3","56011","1840006775"
"Ancient Oaks","Ancient Oaks","PA","Pennsylvania","42077","Lehigh","40.5360","-75.5852","7363","1172.8","shape","FALSE","FALSE","America/New_York","3","18062","1840034845"
"Highlands","Highlands","TX","Texas","48201","Harris","29.8130","-95.0577","7359","582.1","shape","FALSE","FALSE","America/Chicago","3","77562","1840018254"
"Forest City","Forest City","NC","North Carolina","37161","Rutherford","35.3339","-81.8702","7357","331.5","shape","FALSE","TRUE","America/New_York","3","28043","1840016320"
"Freeland","Freeland","MI","Michigan","26145","Saginaw","43.5198","-84.1124","7357","431.2","shape","FALSE","FALSE","America/Detroit","3","48623","1840004224"
"Macclenny","Macclenny","FL","Florida","12003","Baker","30.2809","-82.1253","7354","583.5","shape","FALSE","TRUE","America/New_York","3","32063","1840015921"
"Clover Creek","Clover Creek","WA","Washington","53053","Pierce","47.1404","-122.3827","7354","438.8","shape","FALSE","TRUE","America/Los_Angeles","3","98445 98446","1840041920"
"San Antonio","San Antonio","PR","Puerto Rico","72051","Dorado","18.4471","-66.2995","7351","1508.5","shape","FALSE","FALSE","America/Puerto_Rico","3","00646","1630023733"
"La Follette","La Follette","TN","Tennessee","47013","Campbell","36.3718","-84.1256","7349","577.4","shape","FALSE","TRUE","America/New_York","3","37766","1840036150"
"Lexington","Lexington","VA","Virginia","51678","Lexington","37.7825","-79.4441","7346","1134.9","shape","FALSE","TRUE","America/New_York","3","24450","1840001689"
"New London","New London","WI","Wisconsin","55135","Waupaca","44.3949","-88.7395","7342","508.5","shape","FALSE","TRUE","America/Chicago","3","54961","1840002361"
"Laurel Hill","Laurel Hill","VA","Virginia","51059","Fairfax","38.7026","-77.2422","7338","639.0","shape","FALSE","FALSE","America/New_York","3","22079","1840025639"
"Northport","Northport","NY","New York","36103","Suffolk","40.9038","-73.3447","7337","1230.0","shape","FALSE","TRUE","America/New_York","3","11768","1840005126"
"Kimberly","Kimberly","WI","Wisconsin","55087","Outagamie","44.2670","-88.3378","7331","1231.9","shape","FALSE","TRUE","America/Chicago","3","54136","1840002404"
"Villa Hills","Villa Hills","KY","Kentucky","21117","Kenton","39.0656","-84.5949","7331","786.0","shape","FALSE","TRUE","America/New_York","3","41017","1840015176"
"Carrollton","Carrollton","VA","Virginia","51093","Isle of Wight","36.9382","-76.5238","7330","432.8","shape","FALSE","FALSE","America/New_York","3","23314","1840024808"
"Washington","Washington","IA","Iowa","19183","Washington","41.2981","-91.6928","7329","530.5","shape","FALSE","TRUE","America/Chicago","3","52353","1840010255"
"Garnet","Garnet","CA","California","06065","Riverside","33.9179","-116.4796","7328","359.3","shape","FALSE","FALSE","America/Los_Angeles","3","92240 92241","1840026985"
"University Park","University Park","IL","Illinois","17197","Will","41.4461","-87.7154","7328","263.8","shape","FALSE","TRUE","America/Chicago","3","60484 60449","1840029849"
"Beacon Square","Beacon Square","FL","Florida","12101","Pasco","28.2118","-82.7504","7327","1398.3","shape","FALSE","FALSE","America/New_York","3","34691 34652","1840028798"
"Greenville","Greenville","AL","Alabama","01013","Butler","31.8437","-86.6380","7326","132.5","shape","FALSE","TRUE","America/Chicago","4","36037","1840003498"
"Rapid Valley","Rapid Valley","SD","South Dakota","46103","Pennington","44.0674","-103.1223","7324","437.2","shape","FALSE","FALSE","America/Denver","3","57703","1840004098"
"Bellbrook","Bellbrook","OH","Ohio","39057","Greene","39.6383","-84.0864","7321","901.6","shape","FALSE","TRUE","America/New_York","3","45305","1840007313"
"Chesterland","Chesterland","OH","Ohio","39055","Geauga","41.5269","-81.3545","7317","201.5","shape","FALSE","FALSE","America/New_York","3","44026","1840004823"
"Archbald","Archbald","PA","Pennsylvania","42069","Lackawanna","41.5077","-75.5453","7316","165.3","shape","FALSE","TRUE","America/New_York","3","18403 18433","1840003374"
"Scottsburg","Scottsburg","IN","Indiana","18143","Scott","38.6853","-85.7831","7313","509.7","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","47170","1840009788"
"Flatwoods","Flatwoods","KY","Kentucky","21089","Greenup","38.5210","-82.7196","7312","807.3","shape","FALSE","TRUE","America/New_York","3","41139","1840013182"
"Cedarhurst","Cedarhurst","NY","New York","36059","Nassau","40.6252","-73.7278","7307","4180.9","shape","FALSE","TRUE","America/New_York","2","11516","1840005339"
"Bermuda Dunes","Bermuda Dunes","CA","California","06065","Riverside","33.7435","-116.2874","7306","956.3","shape","FALSE","FALSE","America/Los_Angeles","3","92203","1840017981"
"Nuevo","Nuevo","CA","California","06065","Riverside","33.8011","-117.1414","7305","416.7","shape","FALSE","FALSE","America/Los_Angeles","3","92567","1840019287"
"Parkwood","Parkwood","WA","Washington","53035","Kitsap","47.5266","-122.5986","7303","1080.1","shape","FALSE","FALSE","America/Los_Angeles","3","98366","1840037518"
"Wauseon","Wauseon","OH","Ohio","39051","Fulton","41.5532","-84.1410","7301","529.9","shape","FALSE","TRUE","America/New_York","3","43567","1840010217"
"Meraux","Meraux","LA","Louisiana","22087","St. Bernard","29.9284","-89.9179","7297","679.2","shape","FALSE","FALSE","America/Chicago","3","70075 70092","1840014003"
"Scotia","Scotia","NY","New York","36093","Schenectady","42.8321","-73.9607","7292","1667.9","shape","FALSE","TRUE","America/New_York","3","12302","1840004448"
"Aurora","Aurora","MO","Missouri","29109","Lawrence","36.9673","-93.7184","7290","447.0","shape","FALSE","TRUE","America/Chicago","3","65605","1840007636"
"Montevallo","Montevallo","AL","Alabama","01117","Shelby","33.1246","-86.8477","7288","219.6","shape","FALSE","TRUE","America/Chicago","3","35115","1840014825"
"Oceano","Oceano","CA","California","06079","San Luis Obispo","35.1019","-120.6088","7287","1831.2","shape","FALSE","FALSE","America/Los_Angeles","3","93445 93420 93475","1840019123"
"Acton","Acton","CA","California","06037","Los Angeles","34.4956","-118.1858","7286","71.7","shape","FALSE","FALSE","America/Los_Angeles","3","93510","1840017917"
"Rumson","Rumson","NJ","New Jersey","34025","Monmouth","40.3626","-74.0046","7285","555.1","shape","FALSE","TRUE","America/New_York","3","07760","1840001360"
"San Isidro","San Isidro","PR","Puerto Rico","72029","Canóvanas","18.3921","-65.8844","7285","3751.2","shape","FALSE","FALSE","America/Puerto_Rico","2","00729","1630035575"
"Riverdale Park","Riverdale Park","MD","Maryland","24033","Prince George's","38.9643","-76.9266","7284","1771.4","shape","FALSE","TRUE","America/New_York","3","20737 20740 20738","1840005989"
"Emerson","Emerson","NJ","New Jersey","34003","Bergen","40.9748","-74.0240","7281","1260.1","shape","FALSE","TRUE","America/New_York","3","07630","1840003545"
"Nappanee","Nappanee","IN","Indiana","18039","Elkhart","41.4451","-85.9940","7276","582.9","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","46550","1840008189"
"Wollochet","Wollochet","WA","Washington","53053","Pierce","47.2828","-122.5768","7276","481.6","shape","FALSE","FALSE","America/Los_Angeles","3","98335","1840023843"
"Whitinsville","Whitinsville","MA","Massachusetts","25027","Worcester","42.1146","-71.6688","7273","771.0","shape","FALSE","FALSE","America/New_York","3","01588","1840003153"
"Winters","Winters","CA","California","06113","Yolo","38.5320","-121.9781","7270","956.4","shape","FALSE","TRUE","America/Los_Angeles","3","95694","1840021484"
"Walled Lake","Walled Lake","MI","Michigan","26125","Oakland","42.5379","-83.4786","7262","1269.6","shape","FALSE","TRUE","America/Detroit","3","48390","1840002435"
"Nebraska City","Nebraska City","NE","Nebraska","31131","Otoe","40.6762","-95.8613","7257","563.4","shape","FALSE","TRUE","America/Chicago","3","68410","1840008324"
"Mammoth Lakes","Mammoth Lakes","CA","California","06051","Mono","37.6273","-118.9900","7253","112.6","shape","FALSE","TRUE","America/Los_Angeles","3","93546","1840022493"
"Clewiston","Clewiston","FL","Florida","12051","Hendry","26.7529","-80.9399","7252","622.1","shape","FALSE","TRUE","America/New_York","3","33440","1840015128"
"Georgetown","Georgetown","DE","Delaware","10005","Sussex","38.6894","-75.3872","7247","557.2","shape","FALSE","TRUE","America/New_York","3","19947","1840006065"
"Ben Lomond","Ben Lomond","CA","California","06087","Santa Cruz","37.0782","-122.0881","7247","334.3","shape","FALSE","FALSE","America/Los_Angeles","3","95005 95018","1840017649"
"Middletown","Middletown","PA","Pennsylvania","42095","Northampton","40.6440","-75.3244","7245","1070.0","shape","FALSE","FALSE","America/New_York","3","18020","1840145547"
"North Riverside","North Riverside","IL","Illinois","17031","Cook","41.8461","-87.8263","7245","1701.9","shape","FALSE","TRUE","America/Chicago","3","60546","1840011303"
"La Junta","La Junta","CO","Colorado","08089","Otero","37.9791","-103.5471","7244","876.2","shape","FALSE","TRUE","America/Denver","3","81050","1840020270"
"Cos Cob","Cos Cob","CT","Connecticut","09190","Western Connecticut","41.0513","-73.5934","7243","1299.4","shape","FALSE","FALSE","America/New_York","3","06807","1840026281"
"East Hills","East Hills","NY","New York","36059","Nassau","40.7958","-73.6292","7242","1226.8","shape","FALSE","TRUE","America/New_York","3","11577 11576","1840005342"
