"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Highlandville","Highlandville","MO","Missouri","29043","Christian","36.9417","-93.2832","1039","81.5","shape","FALSE","TRUE","America/Chicago","3","65721 65669","1840007646"
"Blue Ridge Summit","Blue Ridge Summit","PA","Pennsylvania","42055","Franklin","39.7256","-77.4688","1039","546.3","shape","FALSE","FALSE","America/New_York","3","17214","1840026532"
"San Felipe","San Felipe","TX","Texas","48015","Austin","29.7965","-96.1051","1039","48.0","shape","FALSE","TRUE","America/Chicago","3","77474 77473","1840023151"
"Mi Ranchito Estate","Mi Ranchito Estate","TX","Texas","48427","Starr","26.3878","-98.8733","1039","290.7","shape","FALSE","TRUE","America/Chicago","3","78582","1840041191"
"Danvers","Danvers","IL","Illinois","17113","McLean","40.5300","-89.1751","1039","499.3","shape","FALSE","TRUE","America/Chicago","3","61732","1840011977"
"Panaca","Panaca","NV","Nevada","32017","Lincoln","37.7881","-114.4005","1039","130.3","shape","FALSE","FALSE","America/Los_Angeles","3","89042","1840024651"
"Entiat","Entiat","WA","Washington","53007","Chelan","47.6780","-120.2175","1038","183.9","shape","FALSE","TRUE","America/Los_Angeles","3","98822","1840019777"
"Teviston","Teviston","CA","California","06107","Tulare","35.9289","-119.2783","1038","183.5","shape","FALSE","TRUE","America/Los_Angeles","4","93256 93219","1840042314"
"Delft Colony","Delft Colony","CA","California","06107","Tulare","36.5137","-119.4465","1038","810.0","shape","FALSE","FALSE","America/Los_Angeles","3","93618","1840024868"
"Somers","Somers","MT","Montana","30029","Flathead","48.0824","-114.2344","1037","135.7","shape","FALSE","FALSE","America/Denver","3","59932","1840018349"
"Falls Creek","Falls Creek","PA","Pennsylvania","42065","Jefferson","41.1421","-78.8067","1037","429.6","shape","FALSE","TRUE","America/New_York","3","15840","1840000780"
"Goshen","Goshen","KY","Kentucky","21185","Oldham","38.4026","-85.5823","1037","1828.2","shape","FALSE","TRUE","America/New_York","3","40026","1840013193"
"Ellerslie","Ellerslie","GA","Georgia","13145","Harris","32.6341","-84.7978","1037","161.0","shape","FALSE","FALSE","America/New_York","3","31807","1840048894"
"Roosevelt","Roosevelt","NJ","New Jersey","34025","Monmouth","40.2212","-74.4730","1037","206.4","shape","FALSE","TRUE","America/New_York","3","08555","1840001359"
"Falcon Lake Estates","Falcon Lake Estates","TX","Texas","48505","Zapata","26.8719","-99.2584","1037","596.8","shape","FALSE","FALSE","America/Chicago","3","78076","1840037047"
"Mammoth Spring","Mammoth Spring","AR","Arkansas","05049","Fulton","36.4925","-91.5413","1037","310.0","shape","FALSE","TRUE","America/Chicago","3","72554","1840015291"
"Bidwell","Bidwell","OH","Ohio","39053","Gallia","38.9248","-82.2856","1036","262.9","shape","FALSE","FALSE","America/New_York","3","45614 45686","1840094618"
"Sand Springs","Sand Springs","TX","Texas","48227","Howard","32.2795","-101.3496","1036","155.7","shape","FALSE","FALSE","America/Chicago","3","79720","1840025912"
"La Puebla","La Puebla","NM","New Mexico","35049","Santa Fe","35.9882","-106.0005","1036","141.0","shape","FALSE","FALSE","America/Denver","3","87567 87532","1840017775"
"Baxter","Baxter","IA","Iowa","19099","Jasper","41.8252","-93.1525","1036","612.0","shape","FALSE","TRUE","America/Chicago","3","50028","1840007071"
"Loami","Loami","IL","Illinois","17167","Sangamon","39.6748","-89.8473","1035","395.0","shape","FALSE","TRUE","America/Chicago","3","62661","1840012443"
"Winthrop","Winthrop","IA","Iowa","19019","Buchanan","42.4708","-91.7375","1035","505.3","shape","FALSE","TRUE","America/Chicago","3","50682","1840010097"
"Vega","Vega","TX","Texas","48359","Oldham","35.2453","-102.4294","1035","298.6","shape","FALSE","TRUE","America/Chicago","3","79092","1840021755"
"Fort Gaines","Fort Gaines","GA","Georgia","13061","Clay","31.6238","-85.0528","1035","83.7","shape","FALSE","TRUE","America/New_York","3","39851","1840013859"
"Wyanet","Wyanet","IL","Illinois","17011","Bureau","41.3610","-89.5828","1035","422.2","shape","FALSE","TRUE","America/Chicago","3","61379","1840011580"
"Carrizozo","Carrizozo","NM","New Mexico","35027","Lincoln","33.6433","-105.8411","1035","47.8","shape","FALSE","TRUE","America/Denver","3","88301","1840022870"
"Laverne","Laverne","OK","Oklahoma","40059","Harper","36.7053","-99.8968","1035","533.8","shape","FALSE","TRUE","America/Chicago","3","73848","1840021621"
"Garden Grove","Garden Grove","FL","Florida","12053","Hernando","28.4716","-82.4349","1035","413.8","shape","FALSE","FALSE","America/New_York","3","34604","1840025147"
"Sherburn","Sherburn","MN","Minnesota","27091","Martin","43.6549","-94.7275","1035","435.1","shape","FALSE","TRUE","America/Chicago","3","56171","1840009016"
"Morningside","Morningside","MD","Maryland","24033","Prince George's","38.8266","-76.8897","1035","704.4","shape","FALSE","TRUE","America/New_York","3","20746","1840005988"
"Randolph","Randolph","NE","Nebraska","31027","Cedar","42.3775","-97.3578","1034","381.8","shape","FALSE","TRUE","America/Chicago","3","68771","1840009092"
"Lemont Furnace","Lemont Furnace","PA","Pennsylvania","42051","Fayette","39.9103","-79.6628","1034","388.2","shape","FALSE","FALSE","America/New_York","3","15456","1840026570"
"Grand Coulee","Grand Coulee","WA","Washington","53025","Grant","47.9392","-119.0029","1034","317.8","shape","FALSE","TRUE","America/Los_Angeles","3","99116 99133","1840019815"
"Stratford","Stratford","CA","California","06031","Kings","36.1885","-119.8222","1034","572.7","shape","FALSE","FALSE","America/Los_Angeles","3","93266","1840019055"
"Viola","Viola","IL","Illinois","17131","Mercer","41.2053","-90.5863","1033","476.0","shape","FALSE","TRUE","America/Chicago","3","61486","1840011683"
"Harriston","Harriston","VA","Virginia","51015","Augusta","38.2120","-78.8283","1033","252.9","shape","FALSE","FALSE","America/New_York","3","24441","1840026752"
"Grand Rapids","Grand Rapids","OH","Ohio","39173","Wood","41.4078","-83.8680","1033","452.2","shape","FALSE","TRUE","America/New_York","3","43522","1840011549"
"Penn","Penn","PA","Pennsylvania","42129","Westmoreland","40.3293","-79.6420","1033","553.1","shape","FALSE","TRUE","America/New_York","3","15675","1840001156"
"Mountainhome","Mountainhome","PA","Pennsylvania","42089","Monroe","41.1779","-75.2633","1033","210.5","shape","FALSE","FALSE","America/New_York","3","18326","1840005172"
"Marianne","Marianne","PA","Pennsylvania","42031","Clarion","41.2441","-79.4310","1033","275.2","shape","FALSE","FALSE","America/New_York","3","16254","1840035378"
"Farwell","Farwell","MI","Michigan","26035","Clare","43.8363","-84.8677","1033","292.0","shape","FALSE","TRUE","America/Detroit","3","48622","1840010954"
"Piney Point","Piney Point","MD","Maryland","24037","St. Mary's","38.1483","-76.5201","1033","265.9","shape","FALSE","FALSE","America/New_York","3","20674 20690","1840026744"
"Penryn","Penryn","PA","Pennsylvania","42071","Lancaster","40.2016","-76.3675","1033","211.3","shape","FALSE","FALSE","America/New_York","3","17543 17545 17521 17564","1840024342"
"Seven Mile","Seven Mile","AZ","Arizona","04017","Navajo","33.7883","-109.9576","1032","176.0","shape","FALSE","TRUE","America/Phoenix","4","85941 85926","1840027934"
"Cannonsburg","Cannonsburg","KY","Kentucky","21019","Boyd","38.3806","-82.7006","1032","228.6","shape","FALSE","FALSE","America/New_York","3","41102","1840026749"
"Milford","Milford","TX","Texas","48139","Ellis","32.1214","-96.9498","1032","161.9","shape","FALSE","TRUE","America/Chicago","3","76670","1840023051"
"Mount Hope","Mount Hope","WV","West Virginia","54019","Fayette","37.8976","-81.1737","1032","252.7","shape","FALSE","TRUE","America/New_York","3","25880 25888","1840006296"
"Talmage","Talmage","CA","California","06045","Mendocino","39.1314","-123.1648","1031","250.4","shape","FALSE","FALSE","America/Los_Angeles","3","95482 95481","1840018783"
"Cayuco","Cayuco","PR","Puerto Rico","72141","Utuado","18.2922","-66.7348","1031","576.0","shape","FALSE","FALSE","America/Puerto_Rico","3","00641","1630035641"
"Audubon Park","Audubon Park","NJ","New Jersey","34007","Camden","39.8969","-75.0890","1031","1930.8","shape","FALSE","TRUE","America/New_York","3","08106","1840033220"
"Shandon","Shandon","CA","California","06079","San Luis Obispo","35.6536","-120.3831","1031","135.0","shape","FALSE","FALSE","America/Los_Angeles","3","93461","1840019121"
"Highfield-Cascade","Highfield-Cascade","MD","Maryland","24043","Washington","39.7136","-77.4946","1031","229.8","shape","FALSE","TRUE","America/New_York","3","21719","1840073261"
"Lakes of the North","Lakes of the North","MI","Michigan","26009","Antrim","44.9361","-84.8845","1031","24.0","shape","FALSE","FALSE","America/Detroit","3","49730 49659","1840138223"
"Baldwin","Baldwin","MI","Michigan","26085","Lake","43.8971","-85.8531","1030","314.4","shape","FALSE","TRUE","America/Detroit","3","49304","1840010948"
"St. Anne","St. Anne","IL","Illinois","17091","Kankakee","41.0230","-87.7179","1030","478.9","shape","FALSE","TRUE","America/Chicago","3","60964","1840011701"
"Terre Hill","Terre Hill","PA","Pennsylvania","42071","Lancaster","40.1592","-76.0508","1030","874.9","shape","FALSE","TRUE","America/New_York","3","17557 17581 17519","1840003728"
"Iva","Iva","SC","South Carolina","45007","Anderson","34.3071","-82.6636","1030","388.3","shape","FALSE","TRUE","America/New_York","3","29655","1840016573"
"Lesage","Lesage","WV","West Virginia","54011","Cabell","38.4870","-82.2930","1030","65.3","shape","FALSE","FALSE","America/New_York","3","25702 25537","1840025662"
"Wagener","Wagener","SC","South Carolina","45003","Aiken","33.6512","-81.3625","1030","296.8","shape","FALSE","TRUE","America/New_York","3","29164","1840016795"
"Enderlin","Enderlin","ND","North Dakota","38073","Ransom","46.6215","-97.5956","1030","243.9","shape","FALSE","TRUE","America/Chicago","3","58027","1840000225"
"Allentown","Allentown","FL","Florida","12113","Santa Rosa","30.7745","-87.0822","1030","13.5","shape","FALSE","FALSE","America/Chicago","3","32570 32565","1840025108"
"La Monte","La Monte","MO","Missouri","29159","Pettis","38.7726","-93.4237","1029","366.2","shape","FALSE","TRUE","America/Chicago","3","65337","1840008575"
"Tornado","Tornado","WV","West Virginia","54039","Kanawha","38.3369","-81.8550","1029","110.8","shape","FALSE","FALSE","America/New_York","3","25177 25202","1840133782"
"Glandorf","Glandorf","OH","Ohio","39137","Putnam","41.0279","-84.0791","1028","242.6","shape","FALSE","TRUE","America/New_York","3","45875 45848","1840011756"
"Somerset","Somerset","MD","Maryland","24031","Montgomery","38.9666","-77.0963","1028","5193.2","shape","FALSE","TRUE","America/New_York","2","20815","1840005859"
"Americus","Americus","KS","Kansas","20111","Lyon","38.5066","-96.2615","1028","366.5","shape","FALSE","TRUE","America/Chicago","3","66835","1840007470"
"Big River","Big River","CA","California","06071","San Bernardino","34.1393","-114.3604","1028","36.6","shape","FALSE","FALSE","America/Los_Angeles","3","92242","1840017798"
"Mooreland","Mooreland","OK","Oklahoma","40153","Woodward","36.4377","-99.2048","1028","450.0","shape","FALSE","TRUE","America/Chicago","3","73852","1840022645"
"Buhl","Buhl","MN","Minnesota","27137","St. Louis","47.4994","-92.7691","1028","120.0","shape","FALSE","TRUE","America/Chicago","3","55719 55713","1840006587"
"Buckhead Ridge","Buckhead Ridge","FL","Florida","12043","Glades","27.1331","-80.8868","1028","283.1","shape","FALSE","FALSE","America/New_York","3","34974","1840014195"
"Atkins","Atkins","VA","Virginia","51173","Smyth","36.8659","-81.4045","1028","64.0","shape","FALSE","FALSE","America/New_York","3","24311","1840006512"
"Lakeview","Lakeview","MI","Michigan","26117","Montcalm","43.4434","-85.2738","1027","264.8","shape","FALSE","TRUE","America/Detroit","3","48850","1840010990"
"Wilson","Wilson","AR","Arkansas","05093","Mississippi","35.5661","-90.0430","1027","378.7","shape","FALSE","TRUE","America/Chicago","3","72395","1840015367"
"Clayton","Clayton","IN","Indiana","18063","Hendricks","39.6892","-86.5234","1027","610.3","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","46118","1840009537"
"Victoria","Victoria","KS","Kansas","20051","Ellis","38.8538","-99.1473","1027","661.7","shape","FALSE","TRUE","America/Chicago","3","67671","1840010702"
"East Gull Lake","East Gull Lake","MN","Minnesota","27021","Cass","46.3948","-94.3548","1027","50.3","shape","FALSE","TRUE","America/Chicago","3","56401","1840007720"
"Shirley","Shirley","IN","Indiana","18059","Hancock","39.8910","-85.5799","1027","849.2","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","47384","1840010567"
"Spiceland","Spiceland","IN","Indiana","18065","Henry","39.8433","-85.4260","1027","272.0","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","47385","1840010533"
"Cinnamon Lake","Cinnamon Lake","OH","Ohio","39005","Ashland","40.9835","-82.1914","1027","245.0","shape","FALSE","TRUE","America/New_York","3","44287","1840042970"
"Calvert Beach","Calvert Beach","MD","Maryland","24009","Calvert","38.4728","-76.4895","1026","481.0","shape","FALSE","FALSE","America/New_York","3","20685","1840026722"
"New Preston","New Preston","CT","Connecticut","09160","Northwest Hills","41.6813","-73.3523","1026","54.1","shape","FALSE","FALSE","America/New_York","3","06777","1840003259"
"Chevy Chase Section Three","Chevy Chase Section Three","MD","Maryland","24031","Montgomery","38.9793","-77.0742","1026","2801.9","shape","FALSE","TRUE","America/New_York","2","20815","1840031469"
"Bouse","Bouse","AZ","Arizona","04012","La Paz","33.8984","-113.9962","1026","2.9","shape","FALSE","FALSE","America/Phoenix","3","85325","1840017957"
"Dubach","Dubach","LA","Louisiana","22061","Lincoln","32.7020","-92.6575","1026","218.0","shape","FALSE","TRUE","America/Chicago","3","71235","1840016967"
"Little Round Lake","Little Round Lake","WI","Wisconsin","55113","Sawyer","45.9699","-91.3662","1026","44.0","shape","FALSE","FALSE","America/Chicago","3","54843","1840004009"
"Hopland","Hopland","CA","California","06045","Mendocino","38.9691","-123.1173","1025","112.3","shape","FALSE","FALSE","America/Los_Angeles","3","95449","1840026596"
"Dexter","Dexter","NM","New Mexico","35005","Chaves","33.1954","-104.3687","1025","542.6","shape","FALSE","TRUE","America/Denver","3","88230","1840021933"
"White Hall","White Hall","WV","West Virginia","54049","Marion","39.4240","-80.1889","1025","376.1","shape","FALSE","TRUE","America/New_York","3","26554","1840005738"
"Hazel Green","Hazel Green","WI","Wisconsin","55043","Grant","42.5341","-90.4361","1025","310.9","shape","FALSE","TRUE","America/Chicago","3","53811","1840002967"
"Marion","Marion","TX","Texas","48187","Guadalupe","29.5726","-98.1430","1025","506.7","shape","FALSE","TRUE","America/Chicago","3","78124","1840020944"
"Bray","Bray","OK","Oklahoma","40137","Stephens","34.6160","-97.8207","1024","6.4","shape","FALSE","TRUE","America/Chicago","3","73055","1840021886"
"Maben","Maben","MS","Mississippi","28105","Oktibbeha","33.5544","-89.0805","1024","203.7","shape","FALSE","TRUE","America/Chicago","3","39750","1840016843"
"Assumption","Assumption","IL","Illinois","17021","Christian","39.5180","-89.0478","1024","399.3","shape","FALSE","TRUE","America/Chicago","3","62510","1840007316"
"Avery","Avery","TX","Texas","48387","Red River","33.5521","-94.7803","1024","416.3","shape","FALSE","TRUE","America/Chicago","3","75554","1840020570"
"Eden Valley","Eden Valley","MN","Minnesota","27093","Meeker","45.3255","-94.5456","1024","295.5","shape","FALSE","TRUE","America/Chicago","3","55329","1840007806"
"Mission","Mission","OR","Oregon","41059","Umatilla","45.6586","-118.6655","1024","51.9","shape","FALSE","FALSE","America/Los_Angeles","3","97801","1840018534"
"Silverdale","Silverdale","PA","Pennsylvania","42017","Bucks","40.3473","-75.2718","1023","955.4","shape","FALSE","TRUE","America/New_York","3","18962 18944","1840001314"
"Rutledge","Rutledge","PA","Pennsylvania","42045","Delaware","39.9010","-75.3274","1023","2681.8","shape","FALSE","TRUE","America/New_York","2","19070","1840000710"
"McLouth","McLouth","KS","Kansas","20087","Jefferson","39.1961","-95.2083","1023","685.6","shape","FALSE","TRUE","America/Chicago","3","66054","1840008504"
"Cobden","Cobden","IL","Illinois","17181","Union","37.5335","-89.2545","1023","323.8","shape","FALSE","TRUE","America/Chicago","3","62920","1840013007"
"Thomasboro","Thomasboro","IL","Illinois","17019","Champaign","40.2438","-88.1876","1023","394.9","shape","FALSE","TRUE","America/Chicago","3","61878","1840012238"
"New Knoxville","New Knoxville","OH","Ohio","39011","Auglaize","40.4947","-84.3151","1023","408.1","shape","FALSE","TRUE","America/New_York","3","45871","1840012072"
"Fostoria","Fostoria","MI","Michigan","26157","Tuscola","43.2492","-83.3720","1023","98.6","shape","FALSE","FALSE","America/Detroit","3","48435","1840025431"
"Wainaku","Wainaku","HI","Hawaii","15001","Hawaii","19.7449","-155.0984","1023","299.1","shape","FALSE","FALSE","Pacific/Honolulu","3","96720","1840029560"
"Moravian Falls","Moravian Falls","NC","North Carolina","37193","Wilkes","36.1073","-81.1807","1023","76.9","shape","FALSE","FALSE","America/New_York","3","28697 28654","1840013339"
"Farmersville","Farmersville","OH","Ohio","39113","Montgomery","39.6787","-84.4275","1022","552.1","shape","FALSE","TRUE","America/New_York","3","45325","1840012488"
"Tallaboa","Tallaboa","PR","Puerto Rico","72111","Peñuelas","17.9935","-66.7067","1022","352.7","shape","FALSE","FALSE","America/Puerto_Rico","3","00624","1630035586"
"Five Points","Five Points","FL","Florida","12023","Columbia","30.2225","-82.6465","1022","181.8","shape","FALSE","FALSE","America/New_York","3","32055","1840013954"
"China","China","TX","Texas","48245","Jefferson","30.0522","-94.3331","1022","296.0","shape","FALSE","TRUE","America/Chicago","3","77613 77713","1840019611"
"Park City","Park City","MT","Montana","30095","Stillwater","45.6310","-108.9253","1022","250.7","shape","FALSE","FALSE","America/Denver","3","59063","1840018514"
"Sully","Sully","IA","Iowa","19099","Jasper","41.5780","-92.8468","1022","677.5","shape","FALSE","TRUE","America/Chicago","3","50251","1840009223"
"Chetopa","Chetopa","KS","Kansas","20099","Labette","37.0376","-95.0923","1022","289.3","shape","FALSE","TRUE","America/Chicago","3","67336","1840001711"
"Speers","Speers","PA","Pennsylvania","42125","Washington","40.1222","-79.8799","1022","415.0","shape","FALSE","TRUE","America/New_York","3","15012 15022","1840003665"
"Adams Center","Adams Center","NY","New York","36045","Jefferson","43.8616","-76.0001","1022","81.2","shape","FALSE","FALSE","America/New_York","3","13606","1840004104"
"Raymond","Raymond","IL","Illinois","17135","Montgomery","39.3198","-89.5745","1021","313.5","shape","FALSE","TRUE","America/Chicago","3","62560","1840012641"
"Kittredge","Kittredge","CO","Colorado","08059","Jefferson","39.6593","-105.3045","1021","209.2","shape","FALSE","FALSE","America/Denver","3","80439 80457","1840017541"
"Lake Waukomis","Lake Waukomis","MO","Missouri","29165","Platte","39.2306","-94.6386","1021","1151.5","shape","FALSE","TRUE","America/Chicago","3","64151","1840008485"
"Culebra","Culebra","PR","Puerto Rico","72049","Culebra","18.3105","-65.3029","1021","483.5","shape","FALSE","FALSE","America/Puerto_Rico","3","00775","1630023691"
"Lynnville","Lynnville","IN","Indiana","18173","Warrick","38.1988","-87.3141","1021","226.3","shape","FALSE","TRUE","America/Chicago","3","47619","1840009836"
"Porcupine","Porcupine","SD","South Dakota","46102","Oglala Lakota","43.2687","-102.3353","1021","41.1","shape","FALSE","FALSE","America/Denver","3","57772","1840004202"
"Lawton","Lawton","IA","Iowa","19193","Woodbury","42.4770","-96.1851","1021","547.7","shape","FALSE","TRUE","America/Chicago","3","51030","1840008066"
"Raleigh","Raleigh","MS","Mississippi","28129","Smith","32.0322","-89.5247","1020","77.3","shape","FALSE","TRUE","America/Chicago","3","39153","1840018131"
"Old Field","Old Field","NY","New York","36103","Suffolk","40.9614","-73.1324","1020","190.3","shape","FALSE","TRUE","America/New_York","3","11733","1840005128"
"Folly Beach","Folly Beach","SC","South Carolina","45019","Charleston","32.6692","-79.9500","1020","31.5","shape","FALSE","TRUE","America/New_York","3","29439 29412","1840014255"
"New Richland","New Richland","MN","Minnesota","27161","Waseca","43.8939","-93.4939","1020","666.4","shape","FALSE","TRUE","America/Chicago","3","56072","1840007914"
"Los Olivos","Los Olivos","CA","California","06083","Santa Barbara","34.6640","-120.1170","1020","150.5","shape","FALSE","FALSE","America/Los_Angeles","3","93441","1840024983"
"Trappe","Trappe","MD","Maryland","24041","Talbot","38.6634","-76.0518","1019","147.5","shape","FALSE","TRUE","America/New_York","3","21673","1840006092"
"Crawford","Crawford","GA","Georgia","13221","Oglethorpe","33.8831","-83.1551","1019","337.7","shape","FALSE","TRUE","America/New_York","3","30630","1840014763"
"Alamo","Alamo","NV","Nevada","32017","Lincoln","37.3771","-115.1678","1019","62.0","shape","FALSE","FALSE","America/Los_Angeles","3","89001 89017","1840024649"
"Barnsdall","Barnsdall","OK","Oklahoma","40113","Osage","36.5595","-96.1383","1019","400.0","shape","FALSE","TRUE","America/Chicago","3","74002","1840018975"
"St. Ignatius","St. Ignatius","MT","Montana","30047","Lake","47.3187","-114.0956","1019","738.1","shape","FALSE","TRUE","America/Denver","3","59865","1840021092"
"Maurertown","Maurertown","VA","Virginia","51171","Shenandoah","38.9325","-78.4615","1019","182.0","shape","FALSE","FALSE","America/New_York","3","22644","1840026690"
"Forrest","Forrest","IL","Illinois","17105","Livingston","40.7511","-88.4096","1019","606.8","shape","FALSE","TRUE","America/Chicago","3","61741","1840011786"
"Pinon","Pinon","AZ","Arizona","04017","Navajo","36.0992","-110.2209","1018","60.6","shape","FALSE","FALSE","America/Denver","3","86510","1840018964"
"Bass Lake","Bass Lake","IN","Indiana","18149","Starke","41.2304","-86.5845","1018","45.1","shape","FALSE","FALSE","America/Indiana/Knox","3","46534","1840004910"
"Medley","Medley","FL","Florida","12086","Miami-Dade","25.8647","-80.3516","1018","77.3","shape","FALSE","TRUE","America/New_York","3","33178 33166 33198","1840017274"
"Dieterich","Dieterich","IL","Illinois","17049","Effingham","39.0604","-88.3815","1018","287.8","shape","FALSE","TRUE","America/Chicago","3","62424","1840012738"
"Harmony","Harmony","MN","Minnesota","27045","Fillmore","43.5540","-92.0075","1018","352.5","shape","FALSE","TRUE","America/Chicago","3","55939","1840006838"
"Olinda","Olinda","HI","Hawaii","15009","Maui","20.8261","-156.2917","1018","52.4","shape","FALSE","TRUE","Pacific/Honolulu","4","96768","1840039244"
"Pierce","Pierce","CO","Colorado","08123","Weld","40.6411","-104.7701","1018","211.6","shape","FALSE","TRUE","America/Denver","3","80650","1840022399"
"Camargo","Camargo","KY","Kentucky","21173","Montgomery","37.9970","-83.8926","1018","179.7","shape","FALSE","TRUE","America/New_York","3","40353","1840013214"
"Florence","Florence","TX","Texas","48491","Williamson","30.8408","-97.7921","1017","429.9","shape","FALSE","TRUE","America/Chicago","3","76527","1840020874"
"Colfax","Colfax","IL","Illinois","17113","McLean","40.5666","-88.6160","1017","709.5","shape","FALSE","TRUE","America/Chicago","3","61728","1840011975"
"Washington","Washington","KS","Kansas","20201","Washington","39.8160","-97.0487","1017","404.0","shape","FALSE","TRUE","America/Chicago","3","66968","1840000724"
"Springville","Springville","VA","Virginia","51185","Tazewell","37.1940","-81.3999","1017","52.6","shape","FALSE","FALSE","America/New_York","3","24630","1840026867"
"Point","Point","TX","Texas","48379","Rains","32.9302","-95.8690","1017","142.5","shape","FALSE","TRUE","America/Chicago","3","75472","1840020722"
"McCammon","McCammon","ID","Idaho","16005","Bannock","42.6504","-112.1901","1017","176.0","shape","FALSE","TRUE","America/Boise","3","83250","1840020070"
"Arlington Heights","Arlington Heights","OH","Ohio","39061","Hamilton","39.2154","-84.4556","1017","1175.9","shape","FALSE","TRUE","America/New_York","3","45215","1840003811"
"Copperton","Copperton","UT","Utah","49035","Salt Lake","40.5662","-112.0977","1017","788.6","shape","FALSE","TRUE","America/Denver","3","84006","1840024252"
"Wheatland","Wheatland","MT","Montana","30007","Broadwater","45.9580","-111.5781","1017","5.3","shape","FALSE","TRUE","America/Denver","4","59752","1840039764"
"Kittery Point","Kittery Point","ME","Maine","23031","York","43.0883","-70.6988","1017","205.8","shape","FALSE","FALSE","America/New_York","3","03905","1840002669"
"Pray","Pray","MT","Montana","30067","Park","45.4150","-110.6533","1017","13.7","shape","FALSE","FALSE","America/Denver","3","59047","1840023886"
"Kenmare","Kenmare","ND","North Dakota","38101","Ward","48.6729","-102.0721","1016","292.6","shape","FALSE","TRUE","America/Chicago","3","58746","1840000051"
"Athens","Athens","WI","Wisconsin","55073","Marathon","45.0349","-90.0792","1015","160.0","shape","FALSE","TRUE","America/Chicago","3","54411","1840002160"
"Blairs","Blairs","VA","Virginia","51143","Pittsylvania","36.6958","-79.3774","1015","112.8","shape","FALSE","FALSE","America/New_York","3","24527 24540","1840026886"
"Hanson","Hanson","KY","Kentucky","21107","Hopkins","37.4184","-87.4809","1015","166.4","shape","FALSE","TRUE","America/Chicago","3","42413","1840013238"
